fault_line_distance,slope_degree,elevation,soil_type,green_area_coverage,water_proximity,disaster_risk_index,biodiversity_index,protected_area_proximity,air_quality_index,noise_pollution_potential,transport_accessibility,infrastructure_availability,zoning_compliance,poi_density,socioeconomic_score
47891,36.39,388,loamy,0.81,2444.5,0.86,0.88,98.74,364,0.62,0.53,False,False,3629,76.28
5436,29.96,3106,clayey,0.66,2582.97,0.2,1.7,25904.75,228,0.47,0.9,True,False,571,68.81
84655,10.56,609,loamy,0.56,1531.6,0.16,2.12,27502.14,246,0.98,0.25,True,True,16,76.53
3297,23.08,763,clayey,0.34,4323.39,0.51,7.65,24952.93,325,0.47,0.57,False,True,4695,7.76
24781,2.39,3979,clayey,0.31,28.42,0.71,2.19,10541.68,399,0.12,0.78,False,True,3934,37.74
24174,8.54,2355,sandy,0.8,2405.21,0.91,4.14,14112.78,274,0.46,0.53,True,False,339,50.52
50791,22.93,3889,clayey,0.51,1479.32,0.82,2.55,18783.05,326,0.86,0.8,True,False,2829,89.56
40242,22.95,941,loamy,0.65,3915.05,0.8,4.04,398.03,301,0.85,0.59,True,True,3236,18.51
36050,6.29,1243,loamy,1.0,352.59,0.39,6.36,10099.74,109,0.23,0.4,True,False,4796,52.33
80948,25.91,154,loamy,0.28,3337.99,0.33,6.28,12076.88,378,0.0,0.54,True,False,2977,0.11
32606,11.85,2697,loamy,0.1,3958.66,0.09,2.09,12496.67,27,0.63,0.64,True,True,4525,58.13
16541,10.52,842,sandy,0.62,3829.59,0.33,2.17,7077.29,477,0.31,0.02,False,False,4443,12.5
85274,10.24,1655,sandy,0.04,4311.32,0.59,3.53,15053.55,189,0.17,0.81,True,False,4963,78.44
82042,22.28,3182,loamy,0.99,100.51,0.66,8.99,16509.07,64,0.89,0.75,False,True,3108,46.32
93798,14.18,471,loamy,0.35,3482.85,0.88,8.15,5943.95,148,0.1,0.17,False,True,4650,27.0
7605,34.78,18,loamy,0.8,2492.88,0.59,0.09,20438.97,20,0.53,0.66,False,True,1639,86.08
44154,1.63,2678,sandy,0.21,1211.69,0.96,2.17,1664.88,474,0.3,0.43,True,False,1494,7.86
36742,36.72,1066,sandy,0.56,4889.58,0.59,3.0,28404.15,359,0.08,0.65,True,True,3720,60.14
43926,31.48,1012,loamy,0.05,1580.46,0.95,0.91,21087.1,108,0.34,0.49,False,False,3920,78.7
80066,26.19,3350,sandy,0.68,645.18,0.34,3.58,26987.15,363,0.2,0.19,True,True,4104,16.2
71226,17.71,3649,loamy,0.82,2936.9,0.75,2.55,28655.77,462,0.47,0.52,False,False,3279,36.5
44221,33.88,3646,loamy,0.13,3065.89,0.35,4.34,16499.09,283,0.54,0.77,True,True,1066,90.74
23828,16.68,596,sandy,0.69,773.7,0.75,4.05,4718.32,81,0.78,0.5,False,False,2897,30.37
31476,26.66,401,loamy,0.59,231.47,0.27,3.02,8452.89,373,0.75,0.08,False,True,4552,41.18
14396,28.09,2840,clayey,0.03,1876.99,0.95,1.61,695.21,226,0.53,0.84,False,True,423,14.04
76494,7.09,55,sandy,0.26,1837.03,0.42,8.13,3928.73,196,0.54,0.15,True,False,2650,3.93
92658,2.76,2041,clayey,0.45,4096.27,0.19,9.55,17577.51,374,0.8,0.41,False,False,3811,28.43
4168,39.07,2442,clayey,0.87,2890.54,0.87,1.05,8176.45,320,0.02,0.15,True,False,3037,30.66
44601,28.76,2833,loamy,0.27,3537.73,0.93,0.66,14528.48,303,0.7,0.07,True,False,4930,73.22
3162,25.32,3794,clayey,0.33,623.73,0.78,2.22,25537.01,179,0.58,0.74,True,True,1500,14.79
55620,34.09,1894,sandy,0.16,4844.68,0.01,3.23,25008.31,223,0.24,0.79,True,True,75,18.89
49289,4.28,2994,sandy,0.7,2240.5,0.48,1.75,11756.81,467,0.33,0.71,False,False,4920,17.69
82594,38.98,2296,sandy,0.93,3673.82,0.89,4.0,3028.57,469,0.97,0.35,True,False,3903,86.39
78950,22.87,2242,sandy,0.19,1571.62,0.01,7.17,24605.88,404,0.33,0.29,False,True,3435,74.38
12668,22.39,827,sandy,0.5,2601.21,0.38,8.76,15086.69,150,0.03,0.92,False,False,447,91.96
15368,28.99,1086,clayey,0.63,859.65,0.46,0.38,7050.66,424,0.63,0.6,True,True,1230,92.37
7816,15.03,1726,clayey,0.87,2364.4,0.6,2.57,19183.79,143,0.81,0.03,False,False,2733,5.24
84705,31.95,268,sandy,0.62,3767.37,0.52,1.1,26250.11,333,0.78,0.27,True,False,1119,15.3
69333,9.12,1073,loamy,0.36,3152.2,0.83,4.65,11189.03,183,0.07,0.61,True,True,4799,54.61
60712,14.97,1893,loamy,0.2,2737.48,0.74,6.09,2916.49,478,0.26,0.71,True,True,2139,78.41
86589,23.94,3589,loamy,0.98,2743.05,0.26,0.8,17946.64,90,0.61,0.33,True,False,3190,95.13
72491,30.54,445,loamy,0.69,1325.75,0.78,9.52,18483.29,383,0.71,0.37,False,True,4035,96.92
26567,7.31,3879,loamy,0.32,1902.0,0.09,5.52,22539.17,23,0.94,0.49,False,True,3157,5.84
95184,31.08,818,sandy,0.14,1151.92,0.85,4.18,28561.19,473,0.74,0.43,False,False,4153,0.39
90507,39.08,1140,sandy,0.52,123.93,0.67,4.8,4512.56,160,0.79,0.95,True,False,3328,60.34
46012,17.16,2891,sandy,0.12,604.02,0.36,5.36,1241.02,159,0.28,0.68,True,False,3361,34.83
64095,6.38,2002,clayey,0.85,4282.25,0.04,2.0,23646.29,16,0.51,0.71,False,False,1670,89.28
38979,1.48,897,loamy,0.36,3642.57,0.46,0.27,14633.46,195,0.68,0.67,True,False,3438,61.37
70791,24.57,3584,loamy,0.78,1913.05,0.13,6.28,9585.92,287,0.84,0.33,True,False,4758,21.43
4716,34.4,-43,loamy,0.36,2724.69,0.07,6.83,17507.96,373,0.99,1.0,False,True,2033,2.54
95500,33.12,2305,sandy,0.33,1686.26,0.45,2.43,4829.13,336,0.0,0.71,True,True,1862,5.34
84701,28.68,2566,loamy,0.62,593.95,0.32,3.04,22730.19,164,0.8,0.29,False,True,2489,71.43
14304,36.73,1886,loamy,0.32,2765.54,0.18,9.95,13053.42,439,0.75,0.11,True,False,4637,44.73
27203,20.43,3709,clayey,0.72,4244.07,0.31,2.03,28144.3,481,0.98,0.95,False,False,1809,11.6
87388,38.13,1798,clayey,0.11,4021.86,0.74,6.19,28297.58,338,0.75,1.0,False,True,1706,72.99
89522,35.4,643,sandy,0.35,3588.64,0.32,1.67,8345.52,68,0.86,0.49,True,False,217,90.73
14830,38.91,2644,clayey,0.26,1651.7,0.26,0.82,24598.91,426,0.72,0.12,True,False,1122,69.48
70908,23.76,3339,clayey,0.96,3696.43,0.77,7.26,12226.11,109,0.07,0.32,False,False,2169,43.08
75769,33.25,1967,sandy,0.01,1029.9,0.14,5.46,3688.02,470,0.73,0.84,True,True,4494,80.39
36794,6.4,415,loamy,0.82,4532.22,0.23,4.29,7548.1,146,0.75,0.61,True,False,1579,46.39
59212,26.43,1020,clayey,0.73,4493.37,0.68,3.24,13823.36,355,0.8,0.03,True,True,2967,21.94
8854,4.5,1644,clayey,0.38,1773.2,0.63,0.53,18209.31,463,0.52,0.45,True,True,344,52.78
31077,25.27,1505,sandy,0.61,2264.46,0.82,2.09,7160.45,376,0.56,0.97,False,True,127,2.83
17546,38.27,1545,loamy,0.91,1924.85,0.28,0.78,9527.06,30,0.52,0.25,False,True,1636,69.07
60080,8.0,1931,loamy,0.92,4226.0,0.59,8.42,4103.19,167,0.9,0.43,False,False,2690,20.83
63794,38.35,97,loamy,0.76,4527.01,0.81,3.67,10898.15,167,0.29,0.23,True,False,438,28.62
96497,16.74,1861,clayey,0.97,4623.27,0.47,4.9,25614.74,91,0.63,0.11,True,False,1942,44.07
61641,1.34,861,clayey,0.69,3105.62,0.19,8.83,5621.91,468,0.83,0.9,False,True,1075,42.5
76163,2.44,115,clayey,0.72,3912.18,0.64,4.09,23633.74,214,0.37,0.11,True,False,268,47.42
6932,17.92,2707,clayey,0.89,994.69,0.81,5.78,21667.16,465,0.58,0.98,True,False,2300,29.52
38469,27.86,2915,sandy,0.1,2973.17,0.98,0.67,11417.7,445,0.99,0.99,False,False,657,48.58
14175,33.36,2758,clayey,0.21,3489.77,0.64,8.79,17518.9,488,0.81,0.25,False,False,4252,48.7
14927,35.46,882,loamy,0.41,327.98,0.5,3.69,25340.76,421,0.34,0.52,True,False,2371,55.44
95337,5.48,781,clayey,0.23,4400.71,0.71,1.0,22858.06,218,0.61,0.44,True,False,539,36.76
18645,15.83,2928,sandy,0.33,2638.05,0.63,4.75,28429.4,28,0.06,0.58,False,False,270,30.21
57069,34.93,3729,sandy,0.34,915.4,0.46,1.08,27229.78,400,0.9,0.82,True,False,1245,1.86
64625,22.53,3924,loamy,0.16,4822.8,0.55,0.29,15257.47,320,0.02,0.87,True,False,1745,17.69
4712,26.16,2984,loamy,0.68,1976.33,0.2,9.85,11729.11,115,0.55,0.46,True,True,4050,56.22
78470,8.48,2339,clayey,0.89,641.17,0.39,9.28,1898.81,320,0.37,0.28,False,True,3382,83.68
32923,24.74,3262,clayey,0.69,2857.79,0.31,9.67,16113.01,219,0.24,0.22,True,True,320,22.0
43590,7.83,3668,clayey,0.43,869.76,0.63,8.26,8423.21,150,0.51,0.05,False,True,4518,29.82
33285,33.67,1305,loamy,0.91,2026.83,0.55,3.13,7418.96,408,0.79,0.11,True,False,3194,12.92
46566,13.38,2779,loamy,0.57,975.39,0.02,2.66,4012.05,362,0.41,0.9,False,False,4569,16.3
19840,7.78,1086,loamy,0.96,2724.04,0.34,5.95,8649.09,98,0.59,0.32,True,True,399,35.53
94833,20.65,740,sandy,0.48,1778.43,0.24,7.09,29504.04,189,0.06,0.82,True,False,2825,70.02
73966,6.06,768,loamy,0.64,4531.86,0.56,3.81,28297.23,122,0.47,0.72,True,False,2059,93.17
39448,9.2,3949,clayey,0.55,3111.32,0.47,5.86,19175.67,495,0.1,0.15,False,True,280,82.85
29883,19.56,891,sandy,0.07,4742.69,0.67,8.33,5393.74,290,0.87,0.8,True,False,189,6.92
23606,26.0,530,loamy,0.6,1935.75,0.26,2.79,9913.7,142,0.43,0.7,True,True,1820,97.58
17885,1.26,1981,clayey,0.06,3064.06,0.15,4.81,11497.68,234,0.05,0.25,True,True,3948,21.24
75538,18.41,1502,sandy,0.38,1047.26,0.92,8.33,14462.72,332,0.69,0.46,False,True,1631,41.06
32011,10.18,1072,sandy,0.45,399.37,0.65,3.35,27947.64,196,0.48,0.53,False,False,2157,74.22
13652,17.17,3258,loamy,0.03,4547.45,0.41,2.24,7479.42,7,0.75,0.35,False,True,2833,4.44
39833,33.44,2157,loamy,0.55,585.4,0.96,5.64,13076.04,114,0.3,0.57,True,True,4070,93.15
45971,28.28,79,clayey,0.53,417.84,0.63,2.41,26482.49,117,0.81,0.47,True,False,2720,76.18
45155,24.97,3676,clayey,0.62,4800.83,0.22,8.64,23904.8,151,0.03,0.72,False,True,73,37.35
91783,21.77,3503,loamy,0.59,2895.51,0.5,1.37,26697.63,94,0.03,0.17,True,False,3778,33.73
83991,31.81,1551,clayey,0.38,4384.96,0.96,7.69,19275.31,79,0.73,0.02,False,True,3769,7.42
93157,14.09,97,sandy,0.21,460.95,1.0,2.8,6035.89,226,0.66,0.97,True,True,819,7.06
80947,15.58,1385,sandy,0.07,4244.83,0.44,3.28,14770.4,166,0.18,0.42,False,True,2097,54.85
51668,2.66,2287,loamy,0.75,1836.73,0.06,8.78,22307.78,106,0.21,0.48,False,False,2849,27.41
15691,20.51,1256,loamy,0.63,1352.69,0.07,0.38,20286.23,484,0.75,0.01,True,True,1012,27.22
79339,21.0,1907,clayey,0.26,2549.64,0.82,1.14,7769.77,204,0.07,0.25,False,True,1775,55.26
5285,3.55,1935,sandy,0.15,507.42,0.53,4.78,4523.39,361,0.89,0.18,False,False,606,79.3
32303,14.6,3013,loamy,0.73,2715.73,0.9,4.24,8430.57,78,0.3,0.81,False,False,2254,77.0
78318,34.62,2773,clayey,0.43,1022.14,0.01,6.75,7261.35,332,0.37,0.95,False,True,4474,88.23
79974,4.03,2471,clayey,0.78,153.46,0.99,1.24,29276.54,480,0.54,0.41,False,True,3088,38.36
3419,8.8,2989,sandy,0.57,397.69,0.97,2.11,11500.83,186,0.87,0.25,True,False,706,46.67
41118,10.47,3779,clayey,0.48,4283.45,0.08,4.83,6240.85,209,0.67,0.14,False,False,662,88.6
22119,16.29,-18,loamy,0.31,1728.27,0.61,6.15,777.08,130,0.52,0.83,False,False,918,84.77
85462,39.52,3539,loamy,0.63,1304.8,0.51,5.46,13130.52,139,0.89,0.02,True,True,707,25.68
23834,20.77,1010,sandy,0.56,2510.27,0.03,9.81,1517.86,267,0.44,0.43,False,True,4111,83.26
49103,14.53,2952,clayey,0.59,1045.14,0.95,7.76,2789.06,146,0.84,0.57,True,True,2999,80.9
23392,33.63,3130,loamy,0.79,4855.92,0.92,6.95,25606.56,495,0.16,0.06,True,False,4153,89.06
12616,8.19,991,loamy,0.94,4420.78,0.62,3.0,8212.45,298,0.1,0.19,False,True,4502,1.99
29020,6.54,1122,clayey,0.61,1369.16,0.77,8.74,5007.32,77,0.49,0.77,False,False,3234,24.15
61867,2.35,1872,loamy,0.01,2086.07,0.19,1.52,10531.53,54,0.16,0.6,False,False,1097,11.11
76447,36.61,2042,clayey,0.91,527.6,0.39,4.52,1973.6,392,0.31,0.61,False,False,2111,77.2
16041,25.65,3574,clayey,0.49,3754.55,0.05,9.18,17642.84,180,0.28,0.27,True,False,1443,24.63
80293,24.43,740,loamy,0.79,4642.95,0.6,7.56,28963.69,348,0.03,0.02,True,True,183,39.61
50293,37.33,3056,clayey,0.5,2588.54,0.64,0.52,12633.95,462,0.14,0.12,True,False,4277,4.95
78191,9.09,2431,clayey,0.83,4881.95,0.67,4.84,8606.12,335,0.14,0.87,True,False,2526,42.97
96364,16.37,1950,sandy,0.75,1336.02,0.51,3.6,11996.72,220,0.48,0.35,True,False,2511,45.23
24727,19.96,2686,sandy,0.82,990.48,0.12,4.41,14614.76,77,0.91,0.92,True,True,1033,62.89
49679,4.49,3409,sandy,0.99,4852.8,0.61,9.65,18781.66,16,0.8,0.15,False,True,2011,79.63
68320,36.18,3813,clayey,0.43,1555.24,0.9,6.79,9075.27,65,0.16,0.26,True,True,806,74.6
93338,34.26,1796,sandy,0.51,208.39,0.16,0.98,20025.68,479,0.89,0.23,False,True,2024,63.69
71687,23.34,2690,loamy,0.49,879.02,0.72,3.54,28658.06,330,0.72,0.43,False,True,3358,88.75
31412,6.87,3017,sandy,0.63,4866.58,0.31,5.49,13754.92,78,0.59,0.16,False,True,1658,29.25
46981,12.28,1047,clayey,0.76,1701.87,0.96,9.68,22606.05,268,0.39,0.7,True,False,4938,19.27
96631,16.75,1633,loamy,0.43,1837.69,0.97,9.05,1175.64,294,0.94,0.58,True,False,2913,88.47
27662,2.09,3699,sandy,0.64,3246.7,0.62,2.94,5760.45,261,0.15,0.29,False,False,4611,13.09
16035,36.26,3552,clayey,0.37,2782.35,0.24,8.13,6833.51,164,0.65,0.79,True,True,966,56.77
92289,24.66,302,loamy,0.4,4617.73,0.59,1.57,795.56,61,0.52,0.0,False,False,3717,76.23
33129,1.6,320,sandy,0.39,1612.47,0.42,3.07,22523.47,191,0.21,0.79,False,False,3128,5.14
79472,1.03,1908,sandy,0.1,1877.95,0.31,4.18,2669.4,325,0.59,0.71,True,False,442,11.65
76100,9.08,1833,loamy,0.25,1122.49,0.79,0.45,3205.94,177,0.35,0.84,False,True,3625,9.18
5361,1.74,2981,clayey,0.91,111.25,0.48,7.28,26113.87,117,0.1,0.83,False,False,1558,98.65
24402,19.07,2789,loamy,0.85,1428.01,0.52,5.85,9952.01,78,0.02,0.16,True,True,913,33.98
46867,36.45,781,clayey,0.09,841.9,0.76,4.34,5514.3,396,0.35,0.26,False,True,394,58.22
98704,10.9,1683,clayey,0.76,798.91,0.3,1.87,26207.71,248,0.62,0.92,False,True,460,14.04
71846,27.51,3128,sandy,0.97,4103.5,0.56,0.59,25894.17,337,0.71,0.24,False,False,3719,95.02
81273,5.21,3345,sandy,0.84,936.94,0.23,0.52,8968.15,341,0.83,0.73,False,False,856,71.94
74640,23.42,2522,clayey,0.52,4304.1,0.9,1.31,22778.71,450,0.5,0.56,True,True,2721,75.97
36846,5.32,385,loamy,0.78,4180.83,0.88,8.09,3024.01,186,0.91,0.15,False,False,1653,45.23
19334,8.09,2689,clayey,0.3,4531.49,0.39,4.49,1483.08,166,0.49,0.47,True,True,3160,51.64
81107,21.11,3330,sandy,0.24,4044.12,0.94,9.18,5431.99,394,0.11,0.91,False,False,3447,79.64
91911,32.05,3585,loamy,0.83,2018.84,0.92,2.96,20435.93,77,0.7,0.72,False,True,339,4.12
29606,1.62,295,loamy,0.9,4838.48,0.28,8.29,25510.84,68,0.48,0.23,False,True,732,89.53
37116,29.72,2188,loamy,0.53,3690.94,0.97,2.87,23934.19,179,0.24,0.65,True,False,1572,72.59
81702,36.4,1463,loamy,0.07,4716.48,0.47,5.44,28460.62,360,0.59,0.84,False,False,4842,49.6
53965,21.78,1146,sandy,0.3,1696.84,0.06,2.81,23306.92,327,0.83,0.53,True,True,2546,69.21
17625,6.35,2706,loamy,0.06,1361.2,0.59,3.17,4397.5,279,0.03,0.34,False,True,877,16.42
57747,23.81,2408,loamy,0.73,1530.33,0.89,1.03,2438.53,369,0.98,0.51,False,True,3729,29.82
13553,2.38,1633,clayey,0.28,2417.01,0.72,5.46,26352.16,351,0.63,0.22,False,False,3899,32.02
46103,7.33,2891,loamy,0.55,2186.83,0.86,2.6,25367.3,284,0.47,0.47,True,False,4574,30.26
12673,10.47,753,clayey,0.95,4793.87,0.35,4.45,13495.67,131,0.68,0.34,True,True,710,89.14
5382,1.34,737,loamy,0.43,4811.18,0.59,4.35,25282.86,355,0.04,0.04,True,True,4295,62.31
573,3.99,2341,loamy,0.92,2963.65,0.12,5.21,11438.48,486,0.22,0.56,True,False,4976,96.89
9899,4.75,3996,sandy,0.38,1267.01,0.9,8.12,27779.56,31,0.31,0.28,True,False,2350,19.25
17859,5.97,812,clayey,0.62,1382.68,0.67,0.28,23276.49,8,0.49,0.98,False,False,4658,20.19
85341,8.2,2475,clayey,0.18,3135.46,0.32,0.6,16408.55,478,0.25,0.82,True,False,4455,19.82
70576,31.17,470,sandy,0.96,2790.42,0.89,0.94,22772.64,353,0.84,0.47,True,False,1869,56.67
71777,25.5,3799,loamy,0.86,3802.74,0.82,3.65,9340.18,440,0.12,0.78,True,True,1253,4.8
39909,34.27,1446,sandy,0.3,3296.13,0.62,5.6,22902.17,34,0.04,0.31,True,True,436,83.06
45315,22.96,1076,loamy,0.37,3877.85,0.48,2.55,494.56,183,0.46,0.33,False,True,4308,91.16
41,38.16,973,loamy,0.64,1462.91,0.7,4.58,26539.98,238,0.24,0.14,False,False,106,75.54
75894,16.46,3562,loamy,0.84,882.23,0.03,7.62,29645.2,306,0.05,0.66,False,True,842,69.13
81516,18.15,2835,clayey,0.68,4314.45,0.12,7.4,19776.47,474,0.27,0.02,True,True,1670,19.02
97979,35.55,1263,clayey,0.96,2643.01,0.9,5.91,9509.29,135,0.2,0.02,True,False,4388,14.65
9779,28.14,828,clayey,0.35,41.46,0.22,6.62,29030.49,68,0.56,0.08,True,False,672,48.67
67692,0.56,18,loamy,0.2,1290.99,0.12,0.5,28125.81,388,0.99,0.34,False,True,2143,62.09
46898,21.1,954,sandy,0.66,1741.69,0.61,0.96,14280.49,340,0.67,0.12,True,True,2526,74.19
34166,15.34,1132,clayey,0.66,2626.3,0.19,7.99,24342.13,378,0.79,0.13,False,True,2275,74.88
80650,17.11,651,clayey,0.27,1544.97,0.99,3.37,2157.55,357,0.26,0.17,True,True,3961,51.51
66551,24.54,3660,sandy,0.45,1094.48,0.26,5.66,7940.38,129,0.79,0.62,False,False,4774,42.5
49374,34.83,2345,loamy,0.38,3639.75,0.47,3.57,24668.09,105,0.59,0.89,True,True,942,15.91
48911,7.99,2248,sandy,0.04,1206.01,0.97,0.16,9757.2,119,0.35,0.59,False,False,519,95.15
70475,37.15,2313,sandy,0.57,2102.46,0.12,3.26,9934.12,166,0.53,0.55,True,True,1075,49.6
22690,1.5,2564,loamy,0.87,3185.41,0.17,2.64,20646.68,183,0.3,0.6,True,False,3168,23.68
74259,17.86,1456,clayey,0.44,3156.64,0.95,5.59,2158.9,434,0.42,0.82,False,False,4936,9.08
42901,37.05,992,clayey,0.03,4549.02,0.51,3.41,2450.49,296,0.61,0.76,True,False,270,91.4
80589,38.18,1824,sandy,0.94,4012.11,0.56,4.31,14804.28,253,0.87,0.83,False,True,1151,31.89
14610,9.61,1476,sandy,0.93,3620.36,0.74,2.31,16699.82,321,0.52,0.6,False,False,4199,77.6
89461,15.65,3879,clayey,0.41,3908.12,0.63,6.25,744.97,374,0.65,0.68,False,False,2250,48.57
56082,21.54,1540,loamy,0.79,2649.99,0.82,7.99,27115.88,207,0.84,0.8,True,False,3583,98.04
69686,32.5,1621,loamy,0.52,483.06,0.04,3.51,4249.14,214,0.68,0.93,True,True,4354,9.17
7803,27.54,2418,loamy,0.64,2987.75,0.17,2.87,8375.48,226,0.36,0.01,True,False,3927,76.51
78581,23.84,1541,clayey,0.54,3697.62,0.14,0.44,22639.68,475,0.65,0.9,False,True,1532,88.9
35978,25.55,3,sandy,0.45,4052.77,0.57,7.57,11713.22,138,0.15,0.68,False,True,4836,45.48
82381,15.11,3316,loamy,0.01,4286.04,0.18,3.75,4552.79,91,0.78,0.83,False,True,406,79.05
57099,37.52,3709,sandy,0.77,3413.57,0.15,5.24,7642.77,117,0.78,0.57,False,False,4531,60.89
21774,9.0,3460,sandy,0.68,1520.67,0.6,1.99,28024.27,232,0.8,0.35,True,True,2386,94.4
80137,33.11,3790,clayey,0.05,4941.89,0.29,7.94,24331.23,316,0.32,0.59,True,False,406,96.03
53632,9.94,1993,clayey,0.83,3592.58,0.7,5.12,11187.57,383,0.93,0.55,False,True,1110,52.89
1531,14.43,1691,loamy,0.68,4269.39,0.66,1.55,7763.68,173,0.88,0.37,False,True,2874,13.43
44945,16.38,373,loamy,0.83,3984.41,0.68,7.12,24438.52,84,0.98,0.58,True,False,1440,12.05
47204,24.34,767,sandy,0.63,818.86,0.77,5.34,19543.93,351,0.49,0.51,True,True,281,8.16
96961,16.25,3569,clayey,0.59,3670.3,0.38,0.83,8060.74,374,0.4,0.97,False,False,1198,99.99
22617,36.82,836,loamy,0.62,2620.4,0.24,7.05,19094.17,361,0.07,0.86,False,False,1064,26.4
51438,31.55,3687,loamy,0.13,900.94,0.46,2.32,16593.85,196,0.4,0.0,True,False,1051,95.47
98219,19.22,2491,loamy,0.27,4530.43,0.19,9.67,12347.34,42,0.83,0.4,True,True,4421,73.63
81939,18.62,2897,clayey,0.51,1475.22,0.75,7.08,5728.52,187,0.87,0.99,True,True,2754,28.75
91108,36.61,2984,sandy,0.97,235.08,0.2,0.2,13159.01,208,0.14,0.3,True,False,2523,3.42
47396,13.28,3278,sandy,0.46,778.17,0.89,6.21,14078.17,188,0.68,0.37,True,False,2887,42.52
74730,27.0,1473,clayey,0.03,404.99,0.24,0.51,14622.49,363,0.98,0.69,False,False,1879,56.03
10124,19.98,928,loamy,0.81,14.18,0.38,1.52,28806.31,120,0.3,0.33,False,False,735,70.84
97995,18.28,986,loamy,0.31,2098.62,0.87,7.91,20939.67,153,0.45,0.78,False,True,2660,58.9
59768,11.24,485,sandy,0.48,3269.4,0.65,6.2,9573.08,239,0.19,0.88,False,True,1880,91.51
95046,1.16,3935,sandy,0.62,1192.9,0.01,1.81,29276.63,44,0.23,0.24,True,False,757,15.8
19328,1.5,2952,clayey,0.29,631.23,0.93,7.79,10636.29,457,0.87,0.77,False,True,4211,10.26
16533,23.58,2613,sandy,0.66,2265.7,0.37,4.36,17508.92,93,0.03,0.47,True,False,1353,76.72
7334,28.81,3446,loamy,0.88,725.0,0.28,4.44,272.68,260,0.65,0.47,False,True,2518,52.17
54921,12.15,2643,clayey,0.01,1524.55,0.67,0.18,11273.38,117,0.22,0.47,False,False,979,34.91
76095,38.89,14,clayey,0.9,4116.66,0.63,5.0,14512.42,56,0.96,0.62,False,True,3614,29.47
43916,1.9,2133,sandy,0.83,4969.37,0.99,9.34,16833.72,273,0.17,0.95,False,True,4125,66.07
32516,20.2,1952,loamy,0.74,3174.74,0.16,5.89,16925.63,8,0.4,0.2,False,True,1979,39.53
73228,28.3,1164,loamy,0.15,3879.0,0.72,0.77,21676.71,278,0.2,0.3,True,False,1369,16.46
17695,27.01,3078,sandy,0.39,2532.24,0.51,2.27,12361.78,66,0.89,0.92,False,False,4045,76.5
27005,30.62,268,clayey,0.47,394.19,0.89,1.63,3210.27,366,0.58,0.85,False,True,2478,92.56
94068,34.47,1229,clayey,0.15,3282.14,0.82,9.36,2849.14,213,0.82,0.1,True,False,646,0.58
87907,4.63,3413,clayey,0.33,1117.55,0.77,6.97,2379.8,109,0.91,0.37,False,True,3182,58.33
38817,12.64,1803,clayey,0.54,3202.56,0.31,3.2,1214.22,222,0.87,0.9,False,False,1460,73.95
96820,3.7,1895,clayey,0.28,3771.45,0.5,9.87,29634.06,28,0.35,0.13,True,True,2737,16.32
28097,25.78,1785,clayey,0.66,1978.01,0.52,8.72,27742.49,281,0.83,0.67,False,False,1778,76.71
48108,24.46,3704,loamy,0.9,3415.95,0.39,1.08,10660.4,206,0.72,0.86,True,False,3899,58.59
82502,10.4,3311,loamy,0.55,3225.86,0.5,8.03,9344.32,105,0.79,0.59,False,True,3449,17.12
91210,27.25,2715,clayey,0.58,160.92,0.56,1.52,9786.72,274,0.18,0.48,True,False,1655,73.9
1698,9.33,625,clayey,0.96,3539.47,0.92,9.45,9746.37,294,0.88,0.17,True,True,1280,83.51
34019,30.58,1796,clayey,0.31,2525.36,0.04,3.78,2916.08,12,0.52,0.78,False,True,2890,66.37
29721,10.53,894,sandy,0.25,2932.17,0.77,8.47,8091.38,483,0.87,0.8,True,False,4465,96.64
40414,16.58,3758,sandy,0.8,1525.73,0.14,3.96,509.44,377,0.32,0.4,True,True,3371,24.7
72831,14.67,1886,sandy,0.15,3525.42,0.85,0.1,3808.55,94,0.43,0.33,False,True,3494,22.49
2090,0.6,2810,loamy,0.65,3776.42,0.96,9.42,379.0,425,0.69,0.96,True,False,2216,73.85
63210,22.6,2661,sandy,0.2,452.09,0.48,4.32,25780.14,189,0.88,0.05,False,False,4025,63.22
71343,6.39,3093,loamy,0.28,3621.65,0.99,1.99,18636.43,261,0.08,0.24,True,False,1159,74.08
19717,22.73,3516,loamy,0.37,995.63,0.04,7.86,2048.92,52,0.76,0.18,False,False,2055,22.12
80388,6.06,2024,loamy,0.7,846.15,0.18,3.95,7039.34,415,0.69,0.02,False,False,4900,90.82
40172,35.05,253,clayey,0.09,4190.73,0.13,4.87,14279.78,88,0.96,0.12,False,False,2090,13.09
50982,37.32,1068,loamy,0.03,3265.42,0.14,6.55,22067.41,55,0.39,0.21,True,False,184,5.54
98497,11.31,3498,sandy,0.62,2861.97,0.13,9.71,18417.28,161,0.29,0.37,True,True,4822,0.68
1787,36.21,1795,loamy,0.74,4888.45,0.72,4.0,20804.39,351,0.93,0.25,False,True,3485,6.25
57212,25.93,2788,sandy,0.79,1702.22,0.7,9.9,12352.14,476,0.79,0.01,False,True,3577,49.62
23132,38.39,236,sandy,0.62,1338.54,0.27,3.24,29524.7,404,0.48,0.62,True,True,148,67.79
25978,2.69,3646,clayey,0.95,3541.74,0.11,9.22,10650.68,487,0.02,0.21,False,False,542,78.91
305,21.43,2972,clayey,0.23,3245.71,0.52,1.82,18138.62,199,0.3,0.26,False,False,1653,58.44
